subid,condition,counter,trialtype,percentage,utttype,searchtype,targetshape,targetcolor,targetsize,targetword,chosetarget,distractorshape1,distractorshape2,distractorsize,date,timestamp,rtsearch,rttest,targetpos,foilpos,attncheckscore,distractorcolor
349,color,10,0,0,,colorcheck,0,blue,,undefined,true,18,11,NA,8/31/2020,20:11,12453,13226,4,3,"6
",green
349,color,11,0,0,,colorcheck,0,red,,undefined,true,18,11,NA,8/31/2020,20:11,12453,13226,4,3,"6
",green
62,color,1,1,46,noutt,differentshapes,17,purple,big,wug,false,24,6,NA,8/31/2020,19:26,12848,8657,4,1,"0
",green
62,color,2,2,67,noutt,contrast,15,red,big,gade,false,12,23,NA,8/31/2020,19:26,9770,6444,3,4,"0
",blue
62,color,3,5,73,noadj,differentshapes,20,blue,big,toma,false,18,7,NA,8/31/2020,19:27,9343,5933,3,1,"0
",green
62,color,4,3,25,adj,differentshapes,10,green,big,blicket,false,4,22,NA,8/31/2020,19:27,7816,4014,4,2,"0
",purple
62,color,5,4,60,adj,contrast,19,purple,big,sprock,false,5,14,NA,8/31/2020,19:27,7225,1432,3,4,"0
",green
62,color,6,6,31,noadj,contrast,16,blue,big,dax,false,21,9,NA,8/31/2020,19:27,6623,4556,3,4,"0
",green
62,color,7,0,0,,attncheck,0,,,undefined,false,21,9,NA,8/31/2020,19:27,6623,4556,3,4,"8
",green
62,color,8,0,0,,colorcheck,0,red,,undefined,true,21,9,NA,8/31/2020,19:27,6623,4556,3,4,"8
",green
62,color,9,0,0,,colorcheck,0,blue,,undefined,true,21,9,NA,8/31/2020,19:27,6623,4556,3,4,"8
",green
62,color,10,0,0,,colorcheck,0,blue,,undefined,true,21,9,NA,8/31/2020,19:27,6623,4556,3,4,"8
",green
62,color,11,0,0,,colorcheck,0,red,,undefined,true,21,9,NA,8/31/2020,19:27,6623,4556,3,4,"8
",green
165,color,1,2,55,noutt,contrast,11,red,big,toma,false,8,7,NA,8/31/2020,20:10,16984,18222,3,4,"0
",purple
165,color,2,1,35,noutt,differentshapes,13,blue,big,gade,false,18,12,NA,8/31/2020,20:10,10941,4454,4,2,"0
",purple
165,color,3,4,100,adj,contrast,9,blue,big,dax,false,5,16,NA,8/31/2020,20:10,11265,6720,3,4,"0
",purple
165,color,4,6,100,noadj,contrast,24,green,big,sprock,false,20,17,NA,8/31/2020,20:11,12013,5614,4,3,"0
",purple
165,color,5,5,87,noadj,differentshapes,3,green,big,wug,false,21,4,NA,8/31/2020,20:11,8758,4889,4,1,"0
",purple
165,color,6,3,50,adj,differentshapes,6,red,big,blicket,false,19,22,NA,8/31/2020,20:11,16596,5183,3,1,"0
",purple
165,color,7,0,0,,attncheck,0,,,undefined,false,19,22,NA,8/31/2020,20:11,16596,5183,3,1,"8
",purple
165,color,8,0,0,,colorcheck,0,red,,undefined,true,19,22,NA,8/31/2020,20:11,16596,5183,3,1,"8
",purple
165,color,9,0,0,,colorcheck,0,blue,,undefined,true,19,22,NA,8/31/2020,20:11,16596,5183,3,1,"8
",purple
165,color,10,0,0,,colorcheck,0,blue,,undefined,true,19,22,NA,8/31/2020,20:11,16596,5183,3,1,"8
",purple
165,color,11,0,0,,colorcheck,0,red,,undefined,true,19,22,NA,8/31/2020,20:11,16596,5183,3,1,"8
",purple
234,color,1,1,50,noutt,differentshapes,1,red,big,gade,false,2,22,NA,8/31/2020,18:26,14937,13435,4,1,"0
",purple
234,color,2,2,70,noutt,contrast,18,purple,big,toma,false,9,11,NA,8/31/2020,18:26,8448,7146,4,3,"0
",blue
234,color,3,5,75,noadj,differentshapes,17,purple,big,blicket,false,13,6,NA,8/31/2020,18:26,8906,8320,3,1,"0
",green
234,color,4,3,33,adj,differentshapes,19,green,big,wug,false,7,23,NA,8/31/2020,18:26,10273,7340,4,1,"0
",blue
234,color,5,6,90,noadj,contrast,12,purple,big,dax,false,21,15,NA,8/31/2020,18:27,7976,7244,4,3,"0
",blue
234,color,6,4,33,adj,contrast,3,blue,big,sprock,false,24,4,NA,8/31/2020,18:27,7504,9709,4,3,"0
",green
234,color,7,0,0,,attncheck,0,,,undefined,false,24,4,NA,8/31/2020,18:27,7504,9709,4,3,"7
",green
234,color,8,0,0,,colorcheck,0,red,,undefined,true,24,4,NA,8/31/2020,18:27,7504,9709,4,3,"7
",green
234,color,9,0,0,,colorcheck,0,blue,,undefined,true,24,4,NA,8/31/2020,18:27,7504,9709,4,3,"7
",green
234,color,10,0,0,,colorcheck,0,blue,,undefined,true,24,4,NA,8/31/2020,18:27,7504,9709,4,3,"7
",green
234,color,11,0,0,,colorcheck,0,red,,undefined,true,24,4,NA,8/31/2020,18:27,7504,9709,4,3,"7
",green
217,color,1,2,54,noutt,contrast,2,green,big,blicket,false,3,7,NA,8/31/2020,17:24,15920,21093,3,4,"0
",purple
217,color,2,1,42,noutt,differentshapes,18,blue,big,toma,false,13,8,NA,8/31/2020,17:24,9596,25517,3,1,"0
",green
217,color,3,5,74,noadj,differentshapes,4,red,big,wug,false,16,20,NA,8/31/2020,17:25,14762,7284,3,2,"0
",purple
217,color,4,6,32,noadj,contrast,6,blue,big,sprock,false,24,11,NA,8/31/2020,17:25,14030,9842,4,3,"0
",purple
217,color,5,4,49,adj,contrast,10,purple,big,dax,false,12,15,NA,8/31/2020,17:26,8281,9216,4,3,"0
",blue
217,color,6,3,0,adj,differentshapes,14,purple,big,gade,false,23,17,NA,8/31/2020,17:26,17284,5838,3,2,"0
",red
217,color,7,0,0,,attncheck,0,,,undefined,false,23,17,NA,8/31/2020,17:26,17284,5838,3,2,"7
",red
217,color,8,0,0,,colorcheck,0,red,,undefined,true,23,17,NA,8/31/2020,17:26,17284,5838,3,2,"7
",red
217,color,9,0,0,,colorcheck,0,blue,,undefined,true,23,17,NA,8/31/2020,17:26,17284,5838,3,2,"7
",red
217,color,10,0,0,,colorcheck,0,blue,,undefined,true,23,17,NA,8/31/2020,17:26,17284,5838,3,2,"7
",red
217,color,11,0,0,,colorcheck,0,red,,undefined,true,23,17,NA,8/31/2020,17:26,17284,5838,3,2,"7
",red
46,color,1,1,30,noutt,differentshapes,24,purple,big,toma,false,7,4,NA,8/31/2020,19:45,24042,59606,4,2,"0
",blue
46,color,2,2,50,noutt,contrast,6,blue,big,sprock,false,9,22,NA,8/31/2020,19:46,15893,9573,4,3,"0
",purple
46,color,3,5,50,noadj,differentshapes,17,blue,big,blicket,false,8,10,NA,8/31/2020,19:46,10486,9385,3,2,"0
",green
46,color,4,3,50,adj,differentshapes,12,purple,big,dax,false,15,13,NA,8/31/2020,19:46,11956,12068,4,1,"0
",red
46,color,5,4,50,adj,contrast,11,purple,big,gade,false,2,14,NA,8/31/2020,19:47,13830,6514,3,4,"0
",red
46,color,6,6,50,noadj,contrast,16,purple,big,wug,false,18,23,NA,8/31/2020,19:47,14052,7863,3,4,"0
",green
46,color,7,0,0,,attncheck,0,,,undefined,false,18,23,NA,8/31/2020,19:47,14052,7863,3,4,"5
",green
46,color,8,0,0,,colorcheck,0,red,,undefined,true,18,23,NA,8/31/2020,19:47,14052,7863,3,4,"5
",green
46,color,9,0,0,,colorcheck,0,blue,,undefined,true,18,23,NA,8/31/2020,19:47,14052,7863,3,4,"5
",green
46,color,10,0,0,,colorcheck,0,blue,,undefined,true,18,23,NA,8/31/2020,19:47,14052,7863,3,4,"5
",green
46,color,11,0,0,,colorcheck,0,red,,undefined,true,18,23,NA,8/31/2020,19:47,14052,7863,3,4,"5
",green
345,color,1,2,32,noutt,contrast,21,green,big,dax,false,3,24,NA,8/31/2020,19:29,10152,5996,3,4,"0
",blue
345,color,2,1,36,noutt,differentshapes,1,red,big,sprock,false,17,14,NA,8/31/2020,19:30,9925,2431,3,1,"0
",purple
345,color,3,4,31,adj,contrast,12,red,big,blicket,false,2,23,NA,8/31/2020,19:30,7349,2696,4,3,"0
",green
345,color,4,5,58,noadj,differentshapes,15,red,big,gade,false,7,11,NA,8/31/2020,19:30,7493,1611,4,1,"0
",purple
345,color,5,3,9,adj,differentshapes,16,blue,big,toma,false,10,19,NA,8/31/2020,19:30,8185,1565,3,2,"0
",purple
345,color,6,6,79,noadj,contrast,4,purple,big,wug,false,6,9,NA,8/31/2020,19:30,7389,4677,4,3,"0
",green
345,color,7,0,0,,attncheck,0,,,undefined,false,6,9,NA,8/31/2020,19:30,7389,4677,4,3,"7
",green
345,color,8,0,0,,colorcheck,0,red,,undefined,true,6,9,NA,8/31/2020,19:30,7389,4677,4,3,"7
",green
345,color,9,0,0,,colorcheck,0,blue,,undefined,true,6,9,NA,8/31/2020,19:30,7389,4677,4,3,"7
",green
345,color,10,0,0,,colorcheck,0,blue,,undefined,true,6,9,NA,8/31/2020,19:30,7389,4677,4,3,"7
",green
345,color,11,0,0,,colorcheck,0,red,,undefined,true,6,9,NA,8/31/2020,19:30,7389,4677,4,3,"7
",green
251,color,1,1,25,noutt,differentshapes,15,green,big,gade,false,3,24,NA,8/31/2020,16:18,20480,14613,3,2,"0
",red
251,color,2,2,50,noutt,contrast,14,blue,big,blicket,false,21,19,NA,8/31/2020,16:19,10913,7237,3,4,"0
",green
251,color,3,5,50,noadj,differentshapes,10,red,big,dax,false,16,6,NA,8/31/2020,16:19,10496,4087,4,1,"0
",green
251,color,4,3,50,adj,differentshapes,17,purple,big,toma,false,23,2,NA,8/31/2020,16:19,10254,3606,4,2,"0
",green
251,color,5,6,70,noadj,contrast,20,purple,big,sprock,false,1,22,NA,8/31/2020,16:20,8218,5664,3,4,"0
",red
251,color,6,4,30,adj,contrast,8,purple,big,wug,false,4,18,NA,8/31/2020,16:20,9766,5345,4,3,"0
",red
251,color,7,0,0,,attncheck,0,,,undefined,false,4,18,NA,8/31/2020,16:20,9766,5345,4,3,"7
",red
251,color,8,0,0,,colorcheck,0,red,,undefined,true,4,18,NA,8/31/2020,16:20,9766,5345,4,3,"7
",red
251,color,9,0,0,,colorcheck,0,blue,,undefined,true,4,18,NA,8/31/2020,16:20,9766,5345,4,3,"7
",red
251,color,10,0,0,,colorcheck,0,blue,,undefined,true,4,18,NA,8/31/2020,16:20,9766,5345,4,3,"7
",red
251,color,11,0,0,,colorcheck,0,red,,undefined,true,4,18,NA,8/31/2020,16:20,9766,5345,4,3,"7
",red
258,size,1,2,25,noutt,contrast,20,blue,small,gade,false,4,8,big,8/31/2020,17:14,34496,23616,3,4,"0
",NA
258,size,2,1,41,noutt,differentshapes,3,red,big,toma,false,18,10,small,8/31/2020,17:15,14070,5472,4,2,"0
",NA
258,size,3,5,82,noadj,differentshapes,15,purple,small,blicket,false,23,16,big,8/31/2020,17:15,10627,8027,4,2,"0
",NA
258,size,4,4,23,adj,contrast,13,purple,big,dax,false,7,21,small,8/31/2020,17:16,20651,9601,3,4,"0
",NA
258,size,5,3,27,adj,differentshapes,9,red,big,sprock,false,19,1,small,8/31/2020,17:16,9799,3492,4,2,"0
",NA
258,size,6,6,38,noadj,contrast,5,blue,big,wug,false,22,24,small,8/31/2020,17:16,11636,3439,3,4,"0
",NA
258,size,7,0,0,,attncheck,0,,,undefined,false,22,24,small,8/31/2020,17:16,11636,3439,3,4,"8
",NA
258,size,8,0,0,,colorcheck,0,red,,undefined,true,22,24,small,8/31/2020,17:16,11636,3439,3,4,"8
",NA
258,size,9,0,0,,colorcheck,0,blue,,undefined,true,22,24,small,8/31/2020,17:16,11636,3439,3,4,"8
",NA
258,size,10,0,0,,colorcheck,0,blue,,undefined,true,22,24,small,8/31/2020,17:16,11636,3439,3,4,"8
",NA
258,size,11,0,0,,colorcheck,0,red,,undefined,true,22,24,small,8/31/2020,17:16,11636,3439,3,4,"8
",NA
79,size,1,1,82,noutt,differentshapes,17,green,big,sprock,false,5,18,small,8/31/2020,15:16,20766,10617,3,1,"0
",NA
79,size,2,2,90,noutt,contrast,14,red,big,wug,false,9,8,small,8/31/2020,15:17,13077,5536,4,3,"0
",NA
79,size,3,6,92,noadj,contrast,11,green,small,toma,false,21,1,big,8/31/2020,15:17,12487,4587,3,4,"0
",NA
79,size,4,4,91,adj,contrast,22,green,big,gade,false,20,2,small,8/31/2020,15:17,11116,3885,3,4,"0
",NA
79,size,5,5,92,noadj,differentshapes,3,green,big,dax,false,23,12,small,8/31/2020,15:17,9808,3607,3,1,"0
",NA
79,size,6,3,88,adj,differentshapes,4,red,small,blicket,false,7,16,big,8/31/2020,15:18,8294,4368,4,2,"0
",NA
79,size,7,0,0,,attncheck,0,,,undefined,false,7,16,big,8/31/2020,15:18,8294,4368,4,2,"5
",NA
79,size,8,0,0,,colorcheck,0,red,,undefined,true,7,16,big,8/31/2020,15:18,8294,4368,4,2,"5
",NA
79,size,9,0,0,,colorcheck,0,blue,,undefined,true,7,16,big,8/31/2020,15:18,8294,4368,4,2,"5
",NA
79,size,10,0,0,,colorcheck,0,blue,,undefined,false,7,16,big,8/31/2020,15:18,8294,4368,4,2,"5
",NA
79,size,11,0,0,,colorcheck,0,red,,undefined,true,7,16,big,8/31/2020,15:18,8294,4368,4,2,"5
",NA
361,size,1,2,44,noutt,contrast,8,blue,big,toma,false,4,21,small,8/31/2020,15:25,9185,4100,3,4,"0
",NA
361,size,2,1,76,noutt,differentshapes,6,red,small,gade,false,7,11,big,8/31/2020,15:26,11556,3041,3,1,"0
",NA
361,size,3,3,85,adj,differentshapes,14,green,small,sprock,false,9,5,big,8/31/2020,15:26,10732,3748,3,1,"0
",NA
361,size,4,4,48,adj,contrast,23,red,small,blicket,false,19,20,big,8/31/2020,15:28,126965,2129,3,4,"0
",NA
361,size,5,5,26,noadj,differentshapes,12,red,small,wug,false,2,22,big,8/31/2020,15:28,7064,2156,4,2,"0
",NA
361,size,6,6,12,noadj,contrast,1,red,small,dax,false,3,16,big,8/31/2020,15:28,6512,2647,4,3,"0
",NA
361,size,7,0,0,,attncheck,0,,,undefined,false,3,16,big,8/31/2020,15:28,6512,2647,4,3,"5
",NA
361,size,8,0,0,,colorcheck,0,red,,undefined,true,3,16,big,8/31/2020,15:28,6512,2647,4,3,"5
",NA
361,size,9,0,0,,colorcheck,0,blue,,undefined,true,3,16,big,8/31/2020,15:28,6512,2647,4,3,"5
",NA
361,size,10,0,0,,colorcheck,0,blue,,undefined,true,3,16,big,8/31/2020,15:28,6512,2647,4,3,"5
",NA
361,size,11,0,0,,colorcheck,0,red,,undefined,true,3,16,big,8/31/2020,15:28,6512,2647,4,3,"5
",NA
181,size,1,1,33,noutt,differentshapes,22,blue,big,wug,false,10,2,small,8/31/2020,17:20,8981,16053,4,1,"0
",NA
181,size,2,2,16,noutt,contrast,3,red,small,dax,false,11,7,big,8/31/2020,17:20,7889,4596,3,4,"0
",NA
181,size,3,6,40,noadj,contrast,12,red,small,blicket,false,21,15,big,8/31/2020,17:21,10513,4577,3,4,"0
",NA
181,size,4,4,53,adj,contrast,6,red,small,sprock,false,5,14,big,8/31/2020,17:21,7721,2848,4,3,"0
",NA
181,size,5,5,16,noadj,differentshapes,19,purple,big,gade,false,8,24,small,8/31/2020,17:21,7644,2843,4,2,"0
",NA
181,size,6,3,20,adj,differentshapes,1,purple,big,toma,false,16,13,small,8/31/2020,17:21,7029,5721,4,2,"0
",NA
181,size,7,0,0,,attncheck,0,,,undefined,false,16,13,small,8/31/2020,17:21,7029,5721,4,2,"8
",NA
181,size,8,0,0,,colorcheck,0,red,,undefined,true,16,13,small,8/31/2020,17:21,7029,5721,4,2,"8
",NA
181,size,9,0,0,,colorcheck,0,blue,,undefined,true,16,13,small,8/31/2020,17:21,7029,5721,4,2,"8
",NA
181,size,10,0,0,,colorcheck,0,blue,,undefined,true,16,13,small,8/31/2020,17:21,7029,5721,4,2,"8
",NA
181,size,11,0,0,,colorcheck,0,red,,undefined,true,16,13,small,8/31/2020,17:21,7029,5721,4,2,"8
",NA
202,size,1,1,77,noutt,differentshapes,9,purple,small,wug,false,10,18,big,8/31/2020,18:28,8892,6109,4,2,"0
",NA
202,size,2,2,92,noutt,contrast,3,green,big,toma,false,2,5,small,8/31/2020,18:28,7595,3699,4,3,"0
",NA
202,size,3,3,92,adj,differentshapes,8,red,big,blicket,false,24,4,small,8/31/2020,18:28,7382,4617,3,2,"0
",NA
202,size,4,4,97,adj,contrast,23,red,small,gade,false,19,1,big,8/31/2020,18:29,7585,5148,4,3,"0
",NA
202,size,5,6,75,noadj,contrast,17,green,small,sprock,false,13,15,big,8/31/2020,18:29,8570,4234,3,4,"0
",NA
202,size,6,5,89,noadj,differentshapes,7,purple,small,dax,false,12,22,big,8/31/2020,18:29,7765,4169,3,2,"0
",NA
202,size,7,0,0,,attncheck,0,,,undefined,false,12,22,big,8/31/2020,18:29,7765,4169,3,2,"4
",NA
202,size,8,0,0,,colorcheck,0,red,,undefined,true,12,22,big,8/31/2020,18:29,7765,4169,3,2,"4
",NA
202,size,9,0,0,,colorcheck,0,blue,,undefined,true,12,22,big,8/31/2020,18:29,7765,4169,3,2,"4
",NA
202,size,10,0,0,,colorcheck,0,blue,,undefined,false,12,22,big,8/31/2020,18:29,7765,4169,3,2,"4
",NA
202,size,11,0,0,,colorcheck,0,red,,undefined,false,12,22,big,8/31/2020,18:29,7765,4169,3,2,"4
",NA
250,size,1,2,18,noutt,contrast,6,purple,small,sprock,false,16,12,big,8/31/2020,17:48,17132,8181,4,3,"0
",NA
250,size,2,1,32,noutt,differentshapes,10,red,small,gade,false,14,21,big,8/31/2020,17:48,12866,6071,3,2,"0
",NA
250,size,3,5,37,noadj,differentshapes,9,green,big,blicket,false,18,11,small,8/31/2020,17:48,10623,7045,3,2,"0
",NA
250,size,4,4,13,adj,contrast,22,purple,big,toma,false,3,8,small,8/31/2020,17:49,10407,5296,4,3,"0
",NA
250,size,5,3,17,adj,differentshapes,20,red,small,wug,false,2,15,big,8/31/2020,17:49,26581,3037,3,1,"0
",NA
250,size,6,6,11,noadj,contrast,1,blue,big,dax,false,5,4,small,8/31/2020,17:49,15547,3983,4,3,"0
",NA
250,size,7,0,0,,attncheck,0,,,undefined,false,5,4,small,8/31/2020,17:49,15547,3983,4,3,"6
",NA
250,size,8,0,0,,colorcheck,0,red,,undefined,true,5,4,small,8/31/2020,17:49,15547,3983,4,3,"6
",NA
250,size,9,0,0,,colorcheck,0,blue,,undefined,true,5,4,small,8/31/2020,17:49,15547,3983,4,3,"6
",NA
250,size,10,0,0,,colorcheck,0,blue,,undefined,true,5,4,small,8/31/2020,17:49,15547,3983,4,3,"6
",NA
250,size,11,0,0,,colorcheck,0,red,,undefined,true,5,4,small,8/31/2020,17:49,15547,3983,4,3,"6
",NA
201,size,1,2,54,noutt,contrast,12,blue,small,dax,false,13,3,big,8/31/2020,18:12,9628,4677,4,3,"0
",NA
201,size,2,1,71,noutt,differentshapes,22,purple,big,gade,false,5,8,small,8/31/2020,18:12,9068,6892,4,2,"0
",NA
201,size,3,4,52,adj,contrast,11,purple,small,toma,false,23,19,big,8/31/2020,18:13,11116,4029,3,4,"0
",NA
201,size,4,3,85,adj,differentshapes,4,green,big,blicket,false,18,7,small,8/31/2020,18:13,8190,4933,4,2,"0
",NA
201,size,5,6,51,noadj,contrast,6,red,small,wug,false,17,10,big,8/31/2020,18:13,7826,6820,3,4,"0
",NA
201,size,6,5,40,noadj,differentshapes,14,purple,small,sprock,false,9,21,big,8/31/2020,18:13,10720,5357,3,1,"0
",NA
201,size,7,0,0,,attncheck,0,,,undefined,false,9,21,big,8/31/2020,18:13,10720,5357,3,1,"6
",NA
201,size,8,0,0,,colorcheck,0,red,,undefined,true,9,21,big,8/31/2020,18:13,10720,5357,3,1,"6
",NA
201,size,9,0,0,,colorcheck,0,blue,,undefined,true,9,21,big,8/31/2020,18:13,10720,5357,3,1,"6
",NA
201,size,10,0,0,,colorcheck,0,blue,,undefined,false,9,21,big,8/31/2020,18:13,10720,5357,3,1,"6
",NA
201,size,11,0,0,,colorcheck,0,red,,undefined,true,9,21,big,8/31/2020,18:13,10720,5357,3,1,"6
",NA
382,size,1,2,74,noutt,contrast,12,red,small,sprock,false,10,4,big,8/31/2020,15:33,8016,5562,3,4,"0
",NA
382,size,2,1,90,noutt,differentshapes,17,green,small,toma,false,24,21,big,8/31/2020,15:33,7854,3517,4,2,"0
",NA
382,size,3,3,75,adj,differentshapes,2,purple,small,wug,false,18,5,big,8/31/2020,15:34,9296,3546,3,2,"0
",NA
382,size,4,6,76,noadj,contrast,6,red,big,gade,false,20,3,small,8/31/2020,15:34,6666,4249,4,3,"0
",NA
382,size,5,4,79,adj,contrast,23,red,small,dax,false,1,15,big,8/31/2020,15:34,7675,3646,4,3,"0
",NA
382,size,6,5,84,noadj,differentshapes,22,green,small,blicket,false,16,13,big,8/31/2020,15:34,7774,5571,3,2,"0
",NA
382,size,7,0,0,,attncheck,0,,,undefined,false,16,13,big,8/31/2020,15:34,7774,5571,3,2,"6
",NA
382,size,8,0,0,,colorcheck,0,red,,undefined,true,16,13,big,8/31/2020,15:34,7774,5571,3,2,"6
",NA
382,size,9,0,0,,colorcheck,0,blue,,undefined,true,16,13,big,8/31/2020,15:34,7774,5571,3,2,"6
",NA
382,size,10,0,0,,colorcheck,0,blue,,undefined,true,16,13,big,8/31/2020,15:34,7774,5571,3,2,"6
",NA
382,size,11,0,0,,colorcheck,0,red,,undefined,true,16,13,big,8/31/2020,15:34,7774,5571,3,2,"6
",NA
224,size,1,1,56,noutt,differentshapes,18,blue,small,sprock,false,15,17,big,8/31/2020,15:31,9831,15512,4,1,"0
",NA
224,size,2,2,85,noutt,contrast,19,blue,small,wug,false,4,16,big,8/31/2020,15:31,9420,11234,4,3,"0
",NA
224,size,3,4,69,adj,contrast,22,blue,big,toma,false,8,3,small,8/31/2020,15:32,12085,7979,3,4,"0
",NA
224,size,4,5,92,noadj,differentshapes,9,purple,big,gade,false,23,20,small,8/31/2020,15:32,7614,5319,4,1,"0
",NA
224,size,5,3,85,adj,differentshapes,21,green,small,dax,false,13,7,big,8/31/2020,15:32,8650,3219,4,1,"0
",NA
224,size,6,6,95,noadj,contrast,12,green,big,blicket,false,11,6,small,8/31/2020,15:32,7727,3967,4,3,"0
",NA
224,size,7,0,0,,attncheck,0,,,undefined,false,11,6,small,8/31/2020,15:32,7727,3967,4,3,"5
",NA
224,size,8,0,0,,colorcheck,0,red,,undefined,true,11,6,small,8/31/2020,15:32,7727,3967,4,3,"5
",NA
224,size,9,0,0,,colorcheck,0,blue,,undefined,true,11,6,small,8/31/2020,15:32,7727,3967,4,3,"5
",NA
224,size,10,0,0,,colorcheck,0,blue,,undefined,true,11,6,small,8/31/2020,15:32,7727,3967,4,3,"5
",NA
224,size,11,0,0,,colorcheck,0,red,,undefined,true,11,6,small,8/31/2020,15:32,7727,3967,4,3,"5
",NA
162,size,1,2,46,noutt,contrast,16,red,small,dax,false,24,7,big,8/31/2020,15:14,16476,14267,4,3,"0
",NA
162,size,2,1,6,noutt,differentshapes,12,purple,big,sprock,false,22,3,small,8/31/2020,15:14,16711,14932,4,2,"0
",NA
162,size,3,6,33,noadj,contrast,10,blue,small,toma,false,8,19,big,8/31/2020,15:15,12540,9296,3,4,"0
",NA
162,size,4,4,34,adj,contrast,6,blue,small,blicket,false,1,18,big,8/31/2020,15:15,9737,7936,4,3,"0
",NA
162,size,5,5,25,noadj,differentshapes,2,purple,big,wug,false,20,4,small,8/31/2020,15:15,9235,9289,3,2,"0
",NA
162,size,6,3,52,adj,differentshapes,21,green,big,gade,false,15,14,small,8/31/2020,15:16,9895,18719,4,2,"0
",NA
162,size,7,0,0,,attncheck,0,,,undefined,false,15,14,small,8/31/2020,15:16,9895,18719,4,2,"4
",NA
162,size,8,0,0,,colorcheck,0,red,,undefined,true,15,14,small,8/31/2020,15:16,9895,18719,4,2,"4
",NA
162,size,9,0,0,,colorcheck,0,blue,,undefined,true,15,14,small,8/31/2020,15:16,9895,18719,4,2,"4
",NA
162,size,10,0,0,,colorcheck,0,blue,,undefined,true,15,14,small,8/31/2020,15:16,9895,18719,4,2,"4
",NA
162,size,11,0,0,,colorcheck,0,red,,undefined,true,15,14,small,8/31/2020,15:16,9895,18719,4,2,"4
",NA
341,size,1,2,66,noutt,contrast,5,red,small,wug,false,10,9,big,8/31/2020,17:57,12910,9857,4,3,"0
",NA
341,size,2,1,31,noutt,differentshapes,3,blue,small,blicket,false,6,7,big,8/31/2020,17:57,10474,3972,4,2,"0
",NA
341,size,3,6,44,noadj,contrast,15,purple,big,gade,false,21,23,small,8/31/2020,17:57,10393,5866,4,3,"0
",NA
341,size,4,5,14,noadj,differentshapes,16,purple,small,sprock,false,19,14,big,8/31/2020,17:58,14217,6795,4,1,"0
",NA
341,size,5,4,34,adj,contrast,12,blue,small,toma,false,11,20,big,8/31/2020,17:58,12389,12794,3,4,"0
",NA
341,size,6,3,16,adj,differentshapes,4,red,small,dax,false,22,18,big,8/31/2020,17:58,7892,4928,3,2,"0
",NA
341,size,7,0,0,,attncheck,0,,,undefined,false,22,18,big,8/31/2020,17:58,7892,4928,3,2,"8
",NA
341,size,8,0,0,,colorcheck,0,red,,undefined,true,22,18,big,8/31/2020,17:58,7892,4928,3,2,"8
",NA
341,size,9,0,0,,colorcheck,0,blue,,undefined,true,22,18,big,8/31/2020,17:58,7892,4928,3,2,"8
",NA
341,size,10,0,0,,colorcheck,0,blue,,undefined,true,22,18,big,8/31/2020,17:58,7892,4928,3,2,"8
",NA
341,size,11,0,0,,colorcheck,0,red,,undefined,true,22,18,big,8/31/2020,17:58,7892,4928,3,2,"8
",NA
96,size,1,2,41,noutt,contrast,18,blue,big,toma,false,5,8,small,8/31/2020,15:01,8683,5744,4,3,"0
",NA
96,size,2,2,41,noutt,contrast,18,blue,big,toma,false,5,8,small,8/31/2020,15:01,8683,5915,4,3,"0
",NA
96,size,3,4,70,adj,contrast,6,blue,small,wug,false,1,3,big,8/31/2020,15:01,8372,6208,4,3,"0
",NA
96,size,4,5,70,noadj,differentshapes,16,green,small,blicket,false,9,20,big,8/31/2020,15:01,12835,2332,3,2,"0
",NA
96,size,5,3,80,adj,differentshapes,21,green,big,dax,false,15,7,small,8/31/2020,15:02,20190,15023,4,2,"0
",NA
96,size,6,6,75,noadj,contrast,13,red,big,sprock,false,10,2,small,8/31/2020,15:02,31998,6317,3,4,"0
",NA
96,size,7,0,0,,attncheck,0,,,undefined,false,10,2,small,8/31/2020,15:02,31998,6317,3,4,"6
",NA
96,size,8,0,0,,colorcheck,0,red,,undefined,true,10,2,small,8/31/2020,15:02,31998,6317,3,4,"6
",NA
96,size,9,0,0,,colorcheck,0,blue,,undefined,true,10,2,small,8/31/2020,15:02,31998,6317,3,4,"6
",NA
96,size,10,0,0,,colorcheck,0,blue,,undefined,true,10,2,small,8/31/2020,15:02,31998,6317,3,4,"6
",NA
96,size,11,0,0,,colorcheck,0,red,,undefined,true,10,2,small,8/31/2020,15:02,31998,6317,3,4,"6
",NA
223,size,1,1,100,noutt,differentshapes,16,red,small,blicket,false,18,8,big,8/31/2020,18:12,15907,12436,3,1,"0
",NA
223,size,2,2,50,noutt,contrast,23,blue,big,gade,false,4,6,small,8/31/2020,18:13,11025,8971,3,4,"0
",NA
223,size,3,3,50,adj,differentshapes,24,purple,big,wug,false,15,2,small,8/31/2020,18:13,9362,6890,4,1,"0
",NA
223,size,4,5,50,noadj,differentshapes,21,purple,small,dax,false,1,7,big,8/31/2020,18:13,9994,5415,4,2,"0
",NA
223,size,5,6,50,noadj,contrast,5,blue,small,sprock,false,11,12,big,8/31/2020,18:14,9419,4030,4,3,"0
",NA
