adj,noun,type,n,x1,x2,x3,x4,x5,mean_typ,noun_conc
yellow,bowl,fic,30,3,3,3,3,NA,3,4.87
yellow,bowl,mag,51,3,3,3,3,NA,3,4.87
yellow,bowl,news,30,3,3,3,3,NA,3,4.87
yellow,chalk,fic,10,3,3,5,3,NA,3.5,4.9
yellow,coral,mag,14,2,3,3,3,NA,2.75,4.4
yellow,dress,acad,11,2,5,3,3,NA,3.25,4.93
yellow,dress,fic,171,2,5,3,3,NA,3.25,4.93
yellow,dress,mag,16,2,5,3,3,NA,3.25,4.93
yellow,dress,news,18,2,5,3,3,NA,3.25,4.93
yellow,eye,acad,19,2,6,2,1,NA,2.75,4.9
yellow,eye,fic,603,2,6,2,1,NA,2.75,4.9
yellow,eye,mag,80,2,6,2,1,NA,2.75,4.9
yellow,eye,news,23,2,6,2,1,NA,2.75,4.9
yellow,eye,spok,15,2,6,2,1,NA,2.75,4.9
yellow,flag,acad,17,6,3,NA,NA,NA,4.5,4.79
yellow,flag,fic,28,6,3,NA,NA,NA,4.5,4.79
yellow,flag,mag,31,6,3,NA,NA,NA,4.5,4.79
yellow,flag,news,46,6,3,NA,NA,NA,4.5,4.79
yellow,flag,spok,26,6,3,NA,NA,NA,4.5,4.79
yellow,moon,fic,66,5,3,2,3,NA,3.25,4.9
yellow,moon,mag,15,5,3,2,3,NA,3.25,4.9
yellow,moon,spok,10,5,3,2,3,NA,3.25,4.9
yellow,mustache,fic,12,2,2,2,2,NA,2,4.9
yellow,nose,fic,50,NA,NA,NA,NA,NA,NA,NA
yellow,pepper,fic,22,3,5,2,2,NA,3,4.59
yellow,pepper,mag,747,3,5,2,2,NA,3,4.59
yellow,pepper,news,200,3,5,2,2,NA,3,4.59
yellow,pepper,spok,27,3,5,2,2,NA,3,4.59
yellow,stripe,acad,14,3,3,5,5,NA,4,4.72
yellow,stripe,fic,51,3,3,5,5,NA,4,4.72
yellow,stripe,mag,29,3,3,5,5,NA,4,4.72
yellow,stripe,news,14,3,3,5,5,NA,4,4.72
red,hen,mag,15,NA,NA,NA,NA,NA,NA,NA
red,wheat,acad,10,NA,NA,NA,NA,NA,NA,NA
red,wheat,fic,10,NA,NA,NA,NA,NA,NA,NA
red,wheat,mag,51,NA,NA,NA,NA,NA,NA,NA
red,wheat,news,16,NA,NA,NA,NA,NA,NA,NA
orange,cup,mag,139,3,3,3,3,2,2.8,5
orange,cup,news,27,3,3,3,3,2,2.8,5
wet,mouth,fic,126,NA,NA,NA,NA,NA,NA,NA
wet,mouth,mag,18,NA,NA,NA,NA,NA,NA,NA
bright,tomato,fic,11,5,3,5,3,NA,4,5
bright,tomato,mag,18,5,3,5,3,NA,4,5
bright,tomato,news,31,5,3,5,3,NA,4,5
dark,couple,fic,16,5,4,5,2,NA,4,3.93
dark,couple,mag,11,5,4,5,2,NA,4,3.93
dark,dog,fic,21,4,4,4,4,NA,4,4.85
hot,tub,acad,11,3,3,3,3,NA,3,4.64
hot,tub,fic,223,3,3,3,3,NA,3,4.64
hot,tub,mag,387,3,3,3,3,NA,3,4.64
hot,tub,news,262,3,3,3,3,NA,3,4.64
hot,tub,spok,121,3,3,3,3,NA,3,4.64
naked,butt,fic,11,3,4,2,3,NA,3,4.75
red,bead,acad,32,3,3,3,3,NA,3,4.9
red,bead,fic,17,3,3,3,3,NA,3,4.9
red,bead,mag,12,3,3,3,3,NA,3,4.9
yellow,turtle,fic,11,2,1,1,2,NA,1.5,5
yellow,van,fic,27,3,3,2,2,NA,2.5,4.72
yellow,van,news,11,3,3,2,2,NA,2.5,4.72
furry,head,fic,34,3,3,5,3,NA,3.5,4.75
green,boat,fic,13,3,3,3,3,NA,3,4.93
green,boat,mag,16,3,3,3,3,NA,3,4.93
red,bed,fic,84,2,3,2,6,NA,3.25,5
red,bed,mag,30,2,3,2,6,NA,3.25,5
red,bed,news,34,2,3,2,6,NA,3.25,5
yellow,coat,acad,10,3,2,2,NA,NA,2.3333333333333335,4.97
yellow,coat,fic,51,3,2,2,NA,NA,2.3333333333333335,4.97
yellow,coat,mag,33,3,2,2,NA,NA,2.3333333333333335,4.97
brown,bed,fic,80,NA,NA,NA,NA,NA,NA,NA
brown,bed,mag,11,NA,NA,NA,NA,NA,NA,NA
brown,bed,news,10,NA,NA,NA,NA,NA,NA,NA
dark,forest,acad,11,4,6,3,4,NA,4.25,4.76
dark,forest,fic,46,4,6,3,4,NA,4.25,4.76
dark,forest,mag,14,4,6,3,4,NA,4.25,4.76
dirty,garbage,fic,33,7,5,7,7,NA,6.5,4.69
dirty,water,acad,23,5,3,5,2,NA,3.75,5
dirty,water,fic,190,5,3,5,2,NA,3.75,5
dirty,water,mag,78,5,3,5,2,NA,3.75,5
dirty,water,news,65,5,3,5,2,NA,3.75,5
dirty,water,spok,62,5,3,5,2,NA,3.75,5
fuzzy,bed,fic,13,NA,NA,NA,NA,NA,NA,NA
green,cactus,news,12,5,6,6,6,NA,5.75,5
green,nose,fic,30,1,1,1,NA,NA,1,4.89
green,nose,mag,14,1,1,1,NA,NA,1,4.89
green,nose,news,13,1,1,1,NA,NA,1,4.89
green,plate,fic,31,4,3,3,2,NA,3,4.77
green,plate,mag,35,4,3,3,2,NA,3,4.77
green,plate,news,30,4,3,3,2,NA,3,4.77
hot,head,acad,16,3,3,3,4,NA,3.25,4.75
hot,head,fic,277,3,3,3,4,NA,3.25,4.75
hot,head,mag,98,3,3,3,4,NA,3.25,4.75
hot,head,news,45,3,3,3,4,NA,3.25,4.75
hot,head,spok,31,3,3,3,4,NA,3.25,4.75
hot,pea,mag,69,4,3,2,3,NA,3,4.9
hot,pea,news,19,4,3,2,3,NA,3,4.9
hot,person,acad,10,5,3,4,4,NA,4,4.72
hot,person,fic,28,5,3,4,4,NA,4,4.72
hot,person,mag,46,5,3,4,4,NA,4,4.72
hot,person,news,25,5,3,4,4,NA,4,4.72
hot,person,spok,16,5,3,4,4,NA,4,4.72
juicy,meat,fic,15,5,5,5,3,NA,4.5,4.9
juicy,meat,mag,26,5,5,5,3,NA,4.5,4.9
juicy,meat,news,32,5,5,5,3,NA,4.5,4.9
pink,boot,fic,29,3,2,2,2,NA,2.25,4.96
red,blanket,fic,21,3,3,3,3,NA,3,5
red,blanket,mag,13,3,3,3,3,NA,3,5
red,flour,mag,77,NA,NA,NA,NA,NA,NA,NA
red,flour,news,17,NA,NA,NA,NA,NA,NA,NA
red,house,acad,32,3,3,1,2,NA,2.25,5
red,house,fic,209,3,3,1,2,NA,2.25,5
red,house,mag,119,3,3,1,2,NA,2.25,5
red,house,news,163,3,3,1,2,NA,2.25,5
red,house,spok,51,3,3,1,2,NA,2.25,5
red,train,fic,20,2,2,3,3,NA,2.5,4.79
red,train,mag,11,2,2,3,3,NA,2.5,4.79
red,train,news,21,2,2,3,3,NA,2.5,4.79
red,wagon,fic,28,3,6,5,5,NA,4.75,4.89
red,wagon,mag,15,3,6,5,5,NA,4.75,4.89
thick,page,fic,41,4,3,2,4,NA,3.25,4.9
thick,page,mag,31,4,3,2,4,NA,3.25,4.9
thick,page,news,10,4,3,2,4,NA,3.25,4.9
yellow,boat,fic,29,3,3,3,3,NA,3,4.93
yellow,boat,mag,28,3,3,3,3,NA,3,4.93
yellow,bow,fic,30,3,3,3,2,NA,2.75,4.61
yellow,shoe,fic,61,2,3,2,2,NA,2.25,4.97
yellow,shoe,mag,23,2,3,2,2,NA,2.25,4.97
yellow,wheel,fic,28,2,2,2,2,NA,2,4.86
bright,eye,acad,56,NA,NA,NA,NA,NA,NA,NA
bright,eye,fic,1405,NA,NA,NA,NA,NA,NA,NA
bright,eye,mag,300,NA,NA,NA,NA,NA,NA,NA
bright,eye,news,98,NA,NA,NA,NA,NA,NA,NA
bright,eye,spok,37,NA,NA,NA,NA,NA,NA,NA
bright,hair,acad,18,2,3,3,2,NA,2.5,4.97
bright,hair,fic,467,2,3,3,2,NA,2.5,4.97
bright,hair,mag,67,2,3,3,2,NA,2.5,4.97
bright,hair,news,30,2,3,3,2,NA,2.5,4.97
bright,hair,spok,14,2,3,3,2,NA,2.5,4.97
bright,sky,acad,76,3,5,3,4,NA,3.75,4.45
bright,sky,fic,478,3,5,3,4,NA,3.75,4.45
bright,sky,mag,340,3,5,3,4,NA,3.75,4.45
bright,sky,news,58,3,5,3,4,NA,3.75,4.45
bright,sky,spok,39,3,5,3,4,NA,3.75,4.45
brown,basket,fic,11,6,5,3,3,NA,4.25,5
brown,closet,fic,11,3,5,3,NA,NA,3.6666666666666665,4.83
brown,ear,fic,78,NA,NA,NA,NA,NA,NA,NA
brown,ear,mag,22,NA,NA,NA,NA,NA,NA,NA
brown,hall,fic,28,2,3,3,2,NA,2.5,4.67
brown,light,fic,68,NA,NA,NA,NA,NA,NA,NA
brown,light,mag,19,NA,NA,NA,NA,NA,NA,NA
brown,sofa,fic,32,NA,NA,NA,NA,NA,NA,NA
dark,barn,fic,10,4,3,NA,NA,NA,3.5,4.79
dark,color,acad,61,3,4,6,4,NA,4.25,4.08
dark,color,fic,109,3,4,6,4,NA,4.25,4.08
dark,color,mag,191,3,4,6,4,NA,4.25,4.08
dark,color,news,33,3,4,6,4,NA,4.25,4.08
dark,color,spok,20,3,4,6,4,NA,4.25,4.08
dark,green,fic,38,4,4,3,5,NA,4,4.07
dark,green,mag,75,4,4,3,5,NA,4,4.07
dark,green,news,12,4,4,3,5,NA,4,4.07
dark,horse,fic,33,3,3,3,4,NA,3.25,5
dark,horse,mag,12,3,3,3,4,NA,3.25,5
dark,horse,news,14,3,3,3,4,NA,3.25,5
dark,kitchen,fic,41,1,5,3,3,NA,3,4.97
dark,kitchen,mag,15,1,5,3,3,NA,3,4.97
dark,kitchen,news,15,1,5,3,3,NA,3,4.97
dead,skin,acad,16,4,3,5,3,NA,3.75,4.79
dead,skin,fic,138,4,3,5,3,NA,3.75,4.79
dead,skin,mag,250,4,3,5,3,NA,3.75,4.79
dead,skin,news,30,4,3,5,3,NA,3.75,4.79
dead,skin,spok,29,4,3,5,3,NA,3.75,4.79
dirty,house,acad,10,3,2,3,4,NA,3,5
dirty,house,fic,111,3,2,3,4,NA,3,5
dirty,house,mag,29,3,2,3,4,NA,3,5
dirty,house,news,16,3,2,3,4,NA,3,5
dirty,house,spok,20,3,2,3,4,NA,3,5
dirty,mouth,fic,36,3,3,7,4,NA,4.25,4.74
dirty,mouth,spok,11,3,3,7,4,NA,4.25,4.74
dirty,pillow,fic,16,3,2,3,3,NA,2.75,5
dirty,sleeve,fic,13,4,3,3,1,NA,2.75,4.84
dirty,straw,fic,12,3,3,2,NA,NA,2.6666666666666665,4.77
fat,body,acad,17,4,5,3,4,NA,4,4.79
fat,body,fic,19,4,5,3,4,NA,4,4.79
fat,body,mag,38,4,5,3,4,NA,4,4.79
flat,floor,fic,26,7,7,6,7,NA,6.75,4.8
flat,floor,mag,37,7,7,6,7,NA,6.75,4.8
flat,floor,news,15,7,7,6,7,NA,6.75,4.8
fuzzy,ear,fic,10,2,3,2,3,NA,2.5,5
fuzzy,light,fic,11,NA,NA,NA,NA,NA,NA,NA
green,bead,fic,16,3,3,3,3,NA,3,4.9
green,fall,mag,19,2,1,2,4,NA,2.25,4.04
green,fall,news,18,2,1,2,4,NA,2.25,4.04
green,flower,acad,19,3,2,3,2,NA,2.5,5
green,flower,fic,51,3,2,3,2,NA,2.5,5
green,flower,mag,53,3,2,3,2,NA,2.5,5
green,flower,news,28,3,2,3,2,NA,2.5,5
green,hand,acad,16,2,1,2,2,NA,1.75,4.72
green,hand,fic,136,2,1,2,2,NA,1.75,4.72
green,hand,mag,32,2,1,2,2,NA,1.75,4.72
green,hand,news,41,2,1,2,2,NA,1.75,4.72
green,hand,spok,11,2,1,2,2,NA,1.75,4.72
green,heart,fic,33,2,1,1,2,NA,1.5,4.52
green,heart,mag,55,2,1,1,2,NA,1.5,4.52
green,heart,news,23,2,1,1,2,NA,1.5,4.52
green,rug,fic,15,5,3,4,NA,NA,4,4.79
green,rug,mag,17,5,3,4,NA,NA,4,4.79
green,wall,acad,15,2,3,3,5,NA,3.25,4.86
green,wall,fic,103,2,3,3,5,NA,3.25,4.86
green,wall,mag,71,2,3,3,5,NA,3.25,4.86
green,wall,news,43,2,3,3,5,NA,3.25,4.86
hot,carrot,mag,95,4,2,3,3,NA,3,5
hot,carrot,news,33,4,2,3,3,NA,3,5
hot,cereal,fic,11,2,3,3,3,NA,2.75,4.83
hot,cereal,mag,59,2,3,3,3,NA,2.75,4.83
hot,cereal,news,11,2,3,3,3,NA,2.75,4.83
hot,cream,fic,60,NA,NA,NA,NA,NA,NA,NA
hot,cream,mag,181,NA,NA,NA,NA,NA,NA,NA
hot,cream,news,121,NA,NA,NA,NA,NA,NA,NA
hot,cream,spok,28,NA,NA,NA,NA,NA,NA,NA
hot,freezer,mag,10,NA,NA,NA,NA,NA,NA,NA
hot,hand,acad,28,3,3,2,4,NA,3,4.72
hot,hand,fic,590,3,3,2,4,NA,3,4.72
hot,hand,mag,234,3,3,2,4,NA,3,4.72
hot,hand,news,159,3,3,2,4,NA,3,4.72
hot,hand,spok,53,3,3,2,4,NA,3,4.72
hot,meatball,news,14,NA,NA,NA,NA,NA,NA,NA
hot,milk,acad,11,2,4,2,2,3,2.6,4.92
hot,milk,fic,94,2,4,2,2,3,2.6,4.92
hot,milk,mag,215,2,4,2,2,3,2.6,4.92
hot,milk,news,78,2,4,2,2,3,2.6,4.92
hot,milk,spok,14,2,4,2,2,3,2.6,4.92
hot,powder,mag,101,NA,NA,NA,NA,NA,NA,NA
hot,powder,news,31,NA,NA,NA,NA,NA,NA,NA
hot,son,fic,42,2,2,1,2,NA,1.75,4.14
hot,son,mag,20,2,2,1,2,NA,1.75,4.14
hot,son,news,29,2,2,1,2,NA,1.75,4.14
hot,son,spok,17,2,2,1,2,NA,1.75,4.14
hot,syrup,mag,33,1,1,4,2,NA,2,4.76
hot,syrup,news,21,1,1,4,2,NA,2,4.76
hot,towel,fic,148,5,3,3,2,NA,3.25,4.86
hot,towel,mag,71,5,3,3,2,NA,3.25,4.86
hot,towel,news,36,5,3,3,2,NA,3.25,4.86
hot,towel,spok,13,5,3,3,2,NA,3.25,4.86
muddy,bottom,fic,22,3,6,3,NA,NA,4,4.25
muddy,bottom,mag,16,3,6,3,NA,NA,4,4.25
naked,child,acad,24,3,2,4,3,NA,3,4.78
naked,child,fic,107,3,2,4,3,NA,3,4.78
naked,child,mag,43,3,2,4,3,NA,3,4.78
naked,child,news,21,3,2,4,3,NA,3,4.78
naked,child,spok,51,3,2,4,3,NA,3,4.78
naked,girl,acad,10,4,3,2,2,NA,2.75,4.85
naked,girl,fic,192,4,3,2,2,NA,2.75,4.85
naked,girl,mag,52,4,3,2,2,NA,2.75,4.85
naked,girl,news,36,4,3,2,2,NA,2.75,4.85
naked,girl,spok,34,4,3,2,2,NA,2.75,4.85
orange,hair,fic,30,3,2,1,3,NA,2.25,4.97
pink,bear,fic,18,2,1,1,3,NA,1.75,4.88
pink,cake,fic,34,NA,NA,NA,NA,NA,NA,NA
pink,cake,mag,18,NA,NA,NA,NA,NA,NA,NA
pink,flamingo,fic,31,7,6,7,NA,NA,6.666666666666667,4.81
pink,flamingo,mag,29,7,6,7,NA,NA,6.666666666666667,4.81
pink,flamingo,news,33,7,6,7,NA,NA,6.666666666666667,4.81
pink,lipstick,fic,55,6,2,5,3,NA,4,4.9
pink,lipstick,mag,25,6,2,5,3,NA,4,4.9
pink,lipstick,news,16,6,2,5,3,NA,4,4.9
pink,tulip,fic,11,4,3,4,3,NA,3.5,5
pink,tulip,mag,16,4,3,4,3,NA,3.5,5
purple,collar,fic,15,2,3,3,3,NA,2.75,4.64
purple,color,acad,31,3,6,3,3,NA,3.75,4.08
purple,color,fic,76,3,6,3,3,NA,3.75,4.08
purple,color,mag,114,3,6,3,3,NA,3.75,4.08
purple,color,news,32,3,6,3,3,NA,3.75,4.08
purple,color,spok,15,3,6,3,3,NA,3.75,4.08
purple,dot,fic,13,2,3,3,NA,NA,2.6666666666666665,4.12
purple,light,fic,62,3,3,2,3,NA,2.75,4.21
purple,light,mag,12,3,3,2,3,NA,2.75,4.21
purple,pear,mag,10,1,1,1,1,NA,1,4.93
purple,pocket,fic,22,NA,NA,NA,NA,NA,NA,NA
red,cape,fic,25,3,3,5,3,NA,3.5,4.77
red,cookie,mag,21,2,2,1,NA,NA,1.6666666666666667,5
red,cow,acad,12,3,3,1,1,NA,2,4.96
red,cow,fic,22,3,3,1,1,NA,2,4.96
red,door,acad,14,3,2,3,3,NA,2.75,4.81
red,door,fic,213,3,2,3,3,NA,2.75,4.81
red,door,mag,56,3,2,3,3,NA,2.75,4.81
red,door,news,41,3,2,3,3,NA,2.75,4.81
red,door,spok,17,3,2,3,3,NA,2.75,4.81
red,grain,mag,40,NA,NA,NA,NA,NA,NA,NA
red,ground,acad,24,NA,NA,NA,NA,NA,NA,NA
red,ground,fic,48,NA,NA,NA,NA,NA,NA,NA
red,ground,mag,98,NA,NA,NA,NA,NA,NA,NA
red,ground,news,49,NA,NA,NA,NA,NA,NA,NA
red,ground,spok,14,NA,NA,NA,NA,NA,NA,NA
red,pillow,fic,15,3,2,1,2,NA,2,5
red,pillow,mag,21,3,2,1,2,NA,2,5
red,pin,fic,18,NA,NA,NA,NA,NA,NA,NA
red,plate,acad,12,3,3,3,2,NA,2.75,4.77
red,plate,fic,42,3,3,3,2,NA,2.75,4.77
red,plate,mag,37,3,3,3,2,NA,2.75,4.77
red,plate,news,40,3,3,3,2,NA,2.75,4.77
red,rose,acad,10,6,5,5,5,NA,5.25,4.9
red,rose,fic,103,6,5,5,5,NA,5.25,4.9
red,rose,mag,49,6,5,5,5,NA,5.25,4.9
red,rose,news,35,6,5,5,5,NA,5.25,4.9
red,rose,spok,18,6,5,5,5,NA,5.25,4.9
red,stick,acad,101,2,3,2,2,NA,2.25,4.59
red,stick,fic,21,2,3,2,2,NA,2.25,4.59
red,stick,mag,16,2,3,2,2,NA,2.25,4.59
red,table,acad,53,NA,NA,NA,NA,NA,NA,NA
red,table,fic,134,NA,NA,NA,NA,NA,NA,NA
red,table,mag,66,NA,NA,NA,NA,NA,NA,NA
red,table,news,44,NA,NA,NA,NA,NA,NA,NA
red,table,spok,11,NA,NA,NA,NA,NA,NA,NA
red,tower,fic,18,NA,NA,NA,NA,NA,NA,NA
red,tower,mag,12,NA,NA,NA,NA,NA,NA,NA
red,turtle,mag,10,3,1,1,2,NA,1.75,5
red,village,fic,27,NA,NA,NA,NA,NA,NA,NA
red,village,mag,13,NA,NA,NA,NA,NA,NA,NA
red,village,news,13,NA,NA,NA,NA,NA,NA,NA
square,line,mag,17,1,1,2,4,NA,2,4.5
square,line,news,26,1,1,2,4,NA,2,4.5
sunny,path,fic,10,4,4,1,3,NA,3,4.41
sunny,path,mag,10,4,4,1,3,NA,3,4.41
sunny,walk,fic,11,4,4,5,4,NA,4.25,4.07
thick,mud,fic,49,5,5,6,NA,NA,5.333333333333333,4.86
thick,mud,mag,15,5,5,6,NA,NA,5.333333333333333,4.86
thick,mud,spok,11,5,5,6,NA,NA,5.333333333333333,4.86
wet,baby,fic,43,2,5,3,4,NA,3.5,5
wet,baby,mag,33,2,5,3,4,NA,3.5,5
wet,paper,acad,30,2,3,3,4,NA,3,4.93
wet,paper,fic,99,2,3,3,4,NA,3,4.93
wet,paper,mag,86,2,3,3,4,NA,3,4.93
wet,paper,news,10,2,3,3,4,NA,3,4.93
wet,ride,mag,21,3,4,2,3,NA,3,3.75
wet,stair,fic,24,2,2,2,3,NA,2.25,4.93
wooden,barrel,fic,38,6,5,4,7,NA,5.5,4.86
wooden,barrel,mag,29,6,5,4,7,NA,5.5,4.86
wooden,barrel,news,11,6,5,4,7,NA,5.5,4.86
wooden,button,fic,16,2,3,3,2,NA,2.5,4.96
yellow,cab,fic,91,5,6,6,6,NA,5.75,4.88
yellow,cab,mag,10,5,6,6,6,NA,5.75,4.88
yellow,cab,news,64,5,6,6,6,NA,5.75,4.88
yellow,chair,fic,110,4,3,3,3,NA,3.25,4.58
yellow,chair,mag,36,4,3,3,3,NA,3.25,4.58
yellow,chair,news,17,4,3,3,3,NA,3.25,4.58
yellow,chicken,fic,23,3,5,3,NA,NA,3.6666666666666665,4.8
yellow,chicken,mag,89,3,5,3,NA,NA,3.6666666666666665,4.8
yellow,chicken,news,41,3,5,3,NA,NA,3.6666666666666665,4.8
yellow,curtain,fic,56,3,2,3,2,NA,2.5,4.82
yellow,curtain,mag,10,3,2,3,2,NA,2.5,4.82
yellow,fence,fic,27,NA,NA,NA,NA,NA,NA,NA
yellow,fence,news,10,NA,NA,NA,NA,NA,NA,NA
yellow,gate,fic,17,NA,NA,NA,NA,NA,NA,NA
yellow,letter,fic,66,2,2,2,3,NA,2.25,4.7
yellow,letter,mag,22,2,2,2,3,NA,2.25,4.7
yellow,letter,news,11,2,2,2,3,NA,2.25,4.7
yellow,lion,fic,16,5,6,4,5,NA,5,4.96
yellow,pizza,mag,24,2,2,3,1,NA,2,5
yellow,plate,fic,38,NA,NA,NA,NA,NA,NA,NA
yellow,plate,mag,26,NA,NA,NA,NA,NA,NA,NA
yellow,plate,news,19,NA,NA,NA,NA,NA,NA,NA
yellow,ribbon,acad,14,3,3,5,5,NA,4,4.89
yellow,ribbon,fic,75,3,3,5,5,NA,4,4.89
yellow,ribbon,mag,57,3,3,5,5,NA,4,4.89
yellow,ribbon,news,91,3,3,5,5,NA,4,4.89
yellow,ribbon,spok,78,3,3,5,5,NA,4,4.89
yellow,table,acad,19,2,3,2,2,NA,2.25,4.9
yellow,table,fic,185,2,3,2,2,NA,2.25,4.9
yellow,table,mag,40,2,3,2,2,NA,2.25,4.9
yellow,table,news,20,2,3,2,2,NA,2.25,4.9
yellow,wagon,fic,14,NA,NA,NA,NA,NA,NA,NA
green,banana,fic,15,NA,NA,NA,NA,NA,NA,NA
green,banana,mag,21,NA,NA,NA,NA,NA,NA,NA
green,banana,news,27,NA,NA,NA,NA,NA,NA,NA
pink,soap,fic,13,NA,NA,NA,NA,NA,NA,NA
red,ant,acad,15,3,5,5,4,NA,4.25,4.86
red,ant,fic,21,3,5,5,4,NA,4.25,4.86
red,ant,mag,13,3,5,5,4,NA,4.25,4.86
red,ant,news,10,3,5,5,4,NA,4.25,4.86
yellow,juice,fic,14,NA,NA,NA,NA,NA,NA,NA
yellow,juice,mag,117,NA,NA,NA,NA,NA,NA,NA
yellow,juice,news,24,NA,NA,NA,NA,NA,NA,NA
brown,sugar,fic,94,4,4,5,NA,NA,4.333333333333333,4.87
brown,sugar,mag,1667,4,4,5,NA,NA,4.333333333333333,4.87
brown,sugar,news,657,4,4,5,NA,NA,4.333333333333333,4.87
brown,sugar,spok,82,4,4,5,NA,NA,4.333333333333333,4.87
pink,sticker,fic,10,NA,NA,NA,NA,NA,NA,NA
pink,sweater,fic,63,5,3,3,5,3,3.8,4.78
pink,sweater,mag,17,5,3,3,5,3,3.8,4.78
pink,sweater,news,10,5,3,3,5,3,3.8,4.78
dirty,ear,fic,19,NA,NA,NA,NA,NA,NA,NA
dirty,head,fic,80,5,2,3,3,NA,3.25,4.75
dirty,head,mag,14,5,2,3,3,NA,3.25,4.75
dirty,head,news,11,5,2,3,3,NA,3.25,4.75
green,chip,mag,30,2,4,2,2,NA,2.5,4.71
green,door,fic,106,3,4,3,2,NA,3,4.81
green,door,mag,29,3,4,3,2,NA,3,4.81
green,door,news,20,3,4,3,2,NA,3,4.81
green,shirt,fic,78,3,3,3,3,NA,3,4.94
green,shirt,mag,33,3,3,3,3,NA,3,4.94
green,shirt,news,22,3,3,3,3,NA,3,4.94
green,shirt,spok,12,3,3,3,3,NA,3,4.94
hot,blanket,fic,77,2,4,5,NA,NA,3.6666666666666665,5
hot,blanket,mag,29,2,4,5,NA,NA,3.6666666666666665,5
hot,blanket,news,12,2,4,5,NA,NA,3.6666666666666665,5
hot,ice,acad,27,1,2,1,2,2,1.6,4.89
hot,ice,fic,95,1,2,1,2,2,1.6,4.89
hot,ice,mag,150,1,2,1,2,2,1.6,4.89
hot,ice,news,105,1,2,1,2,2,1.6,4.89
hot,ice,spok,44,1,2,1,2,2,1.6,4.89
hot,steam,acad,29,6,7,7,NA,NA,6.666666666666667,4.5
hot,steam,fic,110,6,7,7,NA,NA,6.666666666666667,4.5
hot,steam,mag,85,6,7,7,NA,NA,6.666666666666667,4.5
hot,steam,news,36,6,7,7,NA,NA,6.666666666666667,4.5
hot,steam,spok,19,6,7,7,NA,NA,6.666666666666667,4.5
purple,bowl,mag,11,NA,NA,NA,NA,NA,NA,NA
red,chair,acad,16,NA,NA,NA,NA,NA,NA,NA
red,chair,fic,77,NA,NA,NA,NA,NA,NA,NA
red,chair,mag,39,NA,NA,NA,NA,NA,NA,NA
red,chair,news,29,NA,NA,NA,NA,NA,NA,NA
red,child,acad,61,2,1,1,1,NA,1.25,4.78
red,child,fic,104,2,1,1,1,NA,1.25,4.78
red,child,mag,74,2,1,1,1,NA,1.25,4.78
red,child,news,99,2,1,1,1,NA,1.25,4.78
red,child,spok,92,2,1,1,1,NA,1.25,4.78
red,fruit,mag,65,5,3,3,3,NA,3.5,4.81
red,fruit,news,25,5,3,3,3,NA,3.5,4.81
square,piece,mag,29,2,3,3,3,NA,2.75,4.14
sunny,sister,fic,14,3,3,3,1,NA,2.5,4
wet,sock,fic,34,NA,NA,NA,NA,NA,NA,NA
wet,sock,mag,31,NA,NA,NA,NA,NA,NA,NA
wooden,coat,fic,25,3,1,1,2,NA,1.75,4.97
wooden,coat,mag,18,3,1,1,2,NA,1.75,4.97
yellow,scarf,fic,39,3,3,3,3,NA,3,4.97
bald,boy,fic,19,3,3,3,3,NA,3,4.76
bright,shirt,fic,98,4,3,5,4,NA,4,4.94
bright,shirt,mag,42,4,3,5,4,NA,4,4.94
bright,shirt,news,41,4,3,5,4,NA,4,4.94
bright,shirt,spok,13,4,3,5,4,NA,4,4.94
brown,belt,fic,31,5,5,5,3,NA,4.5,4.9
brown,belt,mag,17,5,5,5,3,NA,4.5,4.9
brown,belt,news,16,5,5,5,3,NA,4.5,4.9
buttered,toast,fic,36,NA,NA,NA,NA,NA,NA,NA
buttered,toast,news,11,NA,NA,NA,NA,NA,NA,NA
dark,ball,fic,20,3,3,3,2,NA,2.75,5
dark,chocolate,fic,22,4,5,5,4,NA,4.5,4.72
dark,chocolate,mag,57,4,5,5,4,NA,4.5,4.72
dark,chocolate,news,42,4,5,5,4,NA,4.5,4.72
dark,chocolate,spok,12,4,5,5,4,NA,4.5,4.72
dark,eye,acad,34,3,4,3,5,NA,3.75,4.9
dark,eye,fic,971,3,4,3,5,NA,3.75,4.9
dark,eye,mag,123,3,4,3,5,NA,3.75,4.9
dark,eye,news,47,3,4,3,5,NA,3.75,4.9
dark,eye,spok,25,3,4,3,5,NA,3.75,4.9
dark,orange,mag,30,3,3,3,4,NA,3.25,4.66
dark,tunnel,fic,23,5,3,5,5,NA,4.5,4.82
dead,horse,acad,16,4,1,3,1,NA,2.25,5
dead,horse,fic,121,4,1,3,1,NA,2.25,5
dead,horse,mag,100,4,1,3,1,NA,2.25,5
dead,horse,news,30,4,1,3,1,NA,2.25,5
dead,horse,spok,55,4,1,3,1,NA,2.25,5
dirty,floor,acad,10,3,3,4,NA,NA,3.3333333333333335,4.8
dirty,floor,fic,149,3,3,4,NA,NA,3.3333333333333335,4.8
dirty,floor,mag,34,3,3,4,NA,NA,3.3333333333333335,4.8
dirty,floor,news,21,3,3,4,NA,NA,3.3333333333333335,4.8
dirty,hallway,fic,18,3,3,2,5,NA,3.25,4.74
dirty,plant,acad,10,6,4,2,3,NA,3.75,4.76
dirty,plant,mag,23,6,4,2,3,NA,3.75,4.76
