adj,noun,type,n,x1,x2,x3,x4,x5,mean_typ,noun_conc
thick,oil,spok,19,5,7,3,4,NA,4.75,4.93
thick,olive,mag,10,4,3,5,4,NA,4,4.9
wet,bucket,fic,12,3,6,3,2,NA,3.5,4.96
wet,cup,fic,19,NA,NA,NA,NA,NA,NA,NA
wet,dress,fic,23,2,2,2,2,NA,2,4.93
wooden,board,acad,31,5,5,3,4,NA,4.25,4.57
wooden,board,fic,98,5,5,3,4,NA,4.25,4.57
wooden,board,mag,87,5,5,3,4,NA,4.25,4.57
wooden,board,news,35,5,5,3,4,NA,4.25,4.57
wooden,kitchen,fic,114,2,4,3,1,NA,2.5,4.97
wooden,kitchen,mag,28,2,4,3,1,NA,2.5,4.97
wooden,kitchen,news,39,2,4,3,1,NA,2.5,4.97
wooden,knife,acad,12,NA,NA,NA,NA,NA,NA,NA
wooden,knife,fic,62,NA,NA,NA,NA,NA,NA,NA
wooden,knife,mag,14,NA,NA,NA,NA,NA,NA,NA
wooden,piece,acad,32,5,3,3,3,NA,3.5,4.14
wooden,piece,fic,76,5,3,3,3,NA,3.5,4.14
wooden,piece,mag,85,5,3,3,3,NA,3.5,4.14
wooden,piece,news,29,5,3,3,3,NA,3.5,4.14
wooden,pot,acad,31,2,1,1,4,NA,2,4.81
wooden,pot,fic,53,2,1,1,4,NA,2,4.81
wooden,pot,mag,31,2,1,1,4,NA,2,4.81
wooden,pot,news,15,2,1,1,4,NA,2,4.81
yellow,apple,fic,19,5,3,3,5,NA,4,5
yellow,apple,mag,41,5,3,3,5,NA,4,5
yellow,apple,news,18,5,3,3,5,NA,4,5
yellow,apple,spok,10,5,3,3,5,NA,4,5
yellow,bread,fic,17,4,4,3,2,NA,3.25,4.92
yellow,bread,mag,53,4,4,3,2,NA,3.25,4.92
yellow,bread,news,18,4,4,3,2,NA,3.25,4.92
yellow,cheese,fic,32,1,6,6,5,NA,4.5,4.7
yellow,cheese,mag,197,1,6,6,5,NA,4.5,4.7
yellow,cheese,news,49,1,6,6,5,NA,4.5,4.7
yellow,cheese,spok,16,1,6,6,5,NA,4.5,4.7
yellow,crust,mag,10,NA,NA,NA,NA,NA,NA,NA
yellow,dish,fic,28,3,3,3,3,NA,3,4.9
yellow,dish,mag,31,3,3,3,3,NA,3,4.9
yellow,dish,news,28,3,3,3,3,NA,3,4.9
yellow,egg,acad,11,5,2,3,1,NA,2.75,4.97
yellow,egg,fic,52,5,2,3,1,NA,2.75,4.97
yellow,egg,mag,115,5,2,3,1,NA,2.75,4.97
yellow,egg,news,36,5,2,3,1,NA,2.75,4.97
yellow,paper,acad,28,3,3,3,2,NA,2.75,4.93
yellow,paper,fic,204,3,3,3,2,NA,2.75,4.93
yellow,paper,mag,76,3,3,3,2,NA,2.75,4.93
yellow,paper,news,35,3,3,3,2,NA,2.75,4.93
yellow,paper,spok,10,3,3,3,2,NA,2.75,4.93
yellow,parrot,fic,18,3,3,3,3,NA,3,5
yellow,towel,fic,32,5,3,3,3,NA,3.5,4.86
green,soup,fic,10,NA,NA,NA,NA,NA,NA,NA
green,soup,mag,91,NA,NA,NA,NA,NA,NA,NA
green,soup,news,56,NA,NA,NA,NA,NA,NA,NA
brown,cap,fic,76,3,4,3,5,NA,3.75,4.59
brown,cap,mag,25,3,4,3,5,NA,3.75,4.59
brown,cap,news,16,3,4,3,5,NA,3.75,4.59
green,foot,fic,82,1,5,2,1,NA,2.25,4.9
green,foot,mag,44,1,5,2,1,NA,2.25,4.9
green,foot,news,45,1,5,2,1,NA,2.25,4.9
flat,piece,acad,10,3,3,5,4,NA,3.75,4.14
flat,piece,fic,23,3,3,5,4,NA,3.75,4.14
flat,piece,mag,44,3,3,5,4,NA,3.75,4.14
flat,piece,news,11,3,3,5,4,NA,3.75,4.14
dead,fish,mag,NA,2,5,3,4,NA,3.5,5
pink,star,fic,17,2,2,2,2,NA,2,4.69
pink,star,mag,10,2,2,2,2,NA,2,4.69
purple,snake,fic,10,NA,NA,NA,NA,NA,NA,NA
brown,mountain,fic,31,6,1,5,1,NA,3.25,4.96
brown,mountain,mag,22,6,1,5,1,NA,3.25,4.96
brown,mountain,news,13,6,1,5,1,NA,3.25,4.96
dirty,car,fic,54,NA,NA,NA,NA,NA,NA,NA
dirty,car,mag,28,NA,NA,NA,NA,NA,NA,NA
dirty,car,news,16,NA,NA,NA,NA,NA,NA,NA
dirty,car,spok,11,NA,NA,NA,NA,NA,NA,NA
furry,tail,fic,12,5,5,4,6,5,5,4.96
juicy,pear,mag,11,5,5,3,5,NA,4.5,4.93
pink,egg,fic,16,NA,NA,NA,NA,NA,NA,NA
pink,egg,mag,13,NA,NA,NA,NA,NA,NA,NA
pink,egg,news,13,NA,NA,NA,NA,NA,NA,NA
red,cab,fic,10,3,2,2,2,NA,2.25,4.88
red,cheese,fic,17,NA,NA,NA,NA,NA,NA,NA
red,cheese,mag,263,NA,NA,NA,NA,NA,NA,NA
red,cheese,news,115,NA,NA,NA,NA,NA,NA,NA
red,cheese,spok,23,NA,NA,NA,NA,NA,NA,NA
brown,sky,fic,55,1,1,1,1,NA,1,4.45
brown,sky,mag,26,1,1,1,1,NA,1,4.45
buttered,dough,mag,10,2,5,2,3,NA,3,4.79
green,finger,fic,30,2,2,1,1,NA,1.5,5
green,finger,mag,14,2,2,1,1,NA,1.5,5
hot,broccoli,mag,32,NA,NA,NA,NA,NA,NA,NA
hot,broccoli,news,21,NA,NA,NA,NA,NA,NA,NA
orange,egg,mag,19,1,3,2,2,NA,2,4.97
orange,egg,news,10,1,3,2,2,NA,2,4.97
purple,cap,fic,11,2,6,3,NA,NA,3.6666666666666665,4.59
purple,finger,fic,41,2,2,1,2,NA,1.75,5
red,chicken,fic,26,1,2,3,4,NA,2.5,4.8
red,chicken,mag,225,1,2,3,4,NA,2.5,4.8
red,chicken,news,94,1,2,3,4,NA,2.5,4.8
red,chicken,spok,18,1,2,3,4,NA,2.5,4.8
red,letter,fic,135,1,3,5,3,NA,3,4.7
red,letter,mag,36,1,3,5,3,NA,3,4.7
red,letter,news,35,1,3,5,3,NA,3,4.7
red,letter,spok,16,1,3,5,3,NA,3,4.7
wooden,tooth,acad,13,1,2,1,3,NA,1.75,4.89
wooden,tooth,fic,29,1,2,1,3,NA,1.75,4.89
yellow,clay,fic,10,NA,NA,NA,NA,NA,NA,NA
yellow,dot,fic,33,2,2,2,3,NA,2.25,4.12
yellow,dot,mag,27,2,2,2,3,NA,2.25,4.12
yellow,dot,news,11,2,2,2,3,NA,2.25,4.12
yellow,sunset,mag,17,NA,NA,NA,NA,NA,NA,NA
bright,card,fic,19,5,2,NA,NA,NA,3.5,4.9
bright,card,mag,18,5,2,NA,NA,NA,3.5,4.9
bright,moonlight,fic,45,3,4,5,2,NA,3.5,4.43
bright,moonlight,mag,29,3,4,5,2,NA,3.5,4.43
bright,window,acad,16,6,2,3,5,NA,4,4.86
bright,window,fic,296,6,2,3,5,NA,4,4.86
bright,window,mag,74,6,2,3,5,NA,4,4.86
bright,window,news,42,6,2,3,5,NA,4,4.86
brown,chair,fic,96,NA,NA,NA,NA,NA,NA,NA
brown,chair,mag,23,NA,NA,NA,NA,NA,NA,NA
brown,chair,news,14,NA,NA,NA,NA,NA,NA,NA
brown,rock,fic,38,4,2,3,3,NA,3,4.91
brown,rock,mag,22,4,2,3,3,NA,3,4.91
colored,water,acad,21,3,3,2,3,NA,2.75,5
dark,alley,fic,15,NA,NA,NA,NA,NA,NA,NA
dead,bug,fic,29,4,5,3,3,NA,3.75,5
dead,bug,mag,23,4,5,3,3,NA,3.75,5
dead,bug,spok,10,4,5,3,3,NA,3.75,5
dirty,cup,fic,17,4,4,3,3,NA,3.5,5
dirty,money,fic,48,5,4,3,6,NA,4.5,4.54
dirty,money,mag,36,5,4,3,6,NA,4.5,4.54
dirty,money,news,36,5,4,3,6,NA,4.5,4.54
dirty,money,spok,53,5,4,3,6,NA,4.5,4.54
fat,foot,fic,16,3,3,3,3,NA,3,4.9
flat,table,fic,15,7,6,5,7,NA,6.25,4.9
flat,table,mag,16,7,6,5,7,NA,6.25,4.9
green,cap,fic,41,5,3,2,3,NA,3.25,4.59
green,cap,mag,18,5,3,2,3,NA,3.25,4.59
green,cap,news,21,5,3,2,3,NA,3.25,4.59
green,cheese,fic,26,2,2,2,2,NA,2,4.7
green,cheese,mag,290,2,2,2,2,NA,2,4.7
green,cheese,news,106,2,2,2,2,NA,2,4.7
green,cookie,mag,13,1,5,1,2,NA,2.25,5
green,cow,fic,13,NA,NA,NA,NA,NA,NA,NA
green,fire,fic,40,1,2,2,2,NA,1.75,4.68
green,fire,mag,16,1,2,2,2,NA,1.75,4.68
green,fire,news,10,1,2,2,2,NA,1.75,4.68
green,goose,news,27,NA,NA,NA,NA,NA,NA,NA
green,gum,mag,10,NA,NA,NA,NA,NA,NA,NA
green,jungle,fic,25,7,2,7,3,NA,4.75,4.66
green,ocean,fic,17,3,2,1,5,NA,2.75,4.86
green,tail,fic,11,2,3,2,1,NA,2,4.96
green,tail,mag,12,2,3,2,1,NA,2,4.96
green,thumb,fic,16,3,1,3,3,NA,2.5,4.96
green,thumb,mag,37,3,1,3,3,NA,2.5,4.96
green,thumb,news,19,3,1,3,3,NA,2.5,4.96
green,tube,fic,13,3,3,3,5,NA,3.5,4.82
green,tube,mag,15,3,3,3,5,NA,3.5,4.82
hot,celery,mag,69,NA,NA,NA,NA,NA,NA,NA
hot,celery,news,17,NA,NA,NA,NA,NA,NA,NA
hot,frog,fic,10,3,2,4,2,NA,2.75,5
hot,frog,mag,15,3,2,4,2,NA,2.75,5
hot,grease,fic,32,NA,NA,NA,NA,NA,NA,NA
hot,grease,mag,21,NA,NA,NA,NA,NA,NA,NA
hot,grease,news,12,NA,NA,NA,NA,NA,NA,NA
hot,log,fic,16,3,2,2,2,NA,2.25,4.96
hot,log,mag,16,3,2,2,2,NA,2.25,4.96
hot,lunch,fic,68,5,5,5,NA,NA,5,4.31
hot,lunch,mag,86,5,5,5,NA,NA,5,4.31
hot,lunch,news,80,5,5,5,NA,NA,5,4.31
hot,lunch,spok,19,5,5,5,NA,NA,5,4.31
hot,pan,fic,62,5,5,3,3,NA,4,4.86
hot,pan,mag,233,5,5,3,3,NA,4,4.86
hot,pan,news,188,5,5,3,3,NA,4,4.86
hot,pan,spok,56,5,5,3,3,NA,4,4.86
hot,paper,acad,24,NA,NA,NA,NA,NA,NA,NA
hot,paper,fic,97,NA,NA,NA,NA,NA,NA,NA
hot,paper,mag,68,NA,NA,NA,NA,NA,NA,NA
hot,paper,news,36,NA,NA,NA,NA,NA,NA,NA
hot,paper,spok,13,NA,NA,NA,NA,NA,NA,NA
hot,pizza,fic,19,NA,NA,NA,NA,NA,NA,NA
hot,pizza,mag,69,NA,NA,NA,NA,NA,NA,NA
hot,pizza,news,64,NA,NA,NA,NA,NA,NA,NA
hot,sky,fic,137,2,3,3,2,NA,2.5,4.45
hot,sky,mag,49,2,3,3,2,NA,2.5,4.45
hot,sky,news,26,2,3,3,2,NA,2.5,4.45
hot,tongue,fic,72,2,2,3,2,NA,2.25,4.93
hot,tongue,mag,14,2,2,3,2,NA,2.25,4.93
hot,tongue,news,11,2,2,3,2,NA,2.25,4.93
hot,tree,acad,15,3,1,1,1,NA,1.5,5
hot,tree,fic,126,3,1,1,1,NA,1.5,5
hot,tree,mag,81,3,1,1,1,NA,1.5,5
hot,tree,news,50,3,1,1,1,NA,1.5,5
juicy,fruit,mag,20,5,5,5,5,NA,5,4.81
marine,tank,acad,16,5,3,2,2,NA,3,4.8
marine,tank,mag,23,5,3,2,2,NA,3,4.8
marine,tank,news,20,5,3,2,2,NA,3,4.8
marine,tank,spok,15,5,3,2,2,NA,3,4.8
naked,foot,fic,153,NA,NA,NA,NA,NA,NA,NA
naked,foot,mag,22,NA,NA,NA,NA,NA,NA,NA
naked,foot,spok,10,NA,NA,NA,NA,NA,NA,NA
naked,person,acad,19,3,3,4,3,NA,3.25,4.72
naked,person,fic,26,3,3,4,3,NA,3.25,4.72
naked,person,mag,18,3,3,4,3,NA,3.25,4.72
naked,person,news,11,3,3,4,3,NA,3.25,4.72
naked,person,spok,13,3,3,4,3,NA,3.25,4.72
orange,apple,mag,15,2,2,2,NA,NA,2,5
outdoor,camp,mag,20,NA,NA,NA,NA,NA,NA,NA
outdoor,camp,news,35,NA,NA,NA,NA,NA,NA,NA
pink,card,fic,19,NA,NA,NA,NA,NA,NA,NA
pink,card,news,12,NA,NA,NA,NA,NA,NA,NA
pink,fairy,mag,11,NA,NA,NA,NA,NA,NA,NA
pink,finger,fic,94,NA,NA,NA,NA,NA,NA,NA
pink,finger,mag,20,NA,NA,NA,NA,NA,NA,NA
pink,princess,fic,15,2,3,5,4,NA,3.5,4.72
pink,rose,fic,106,5,3,5,3,NA,4,4.9
pink,rose,mag,69,5,3,5,3,NA,4,4.9
pink,rose,news,21,5,3,5,3,NA,4,4.9
pink,rose,spok,15,5,3,5,3,NA,4,4.9
pink,square,fic,13,3,2,3,3,NA,2.75,4.33
pink,suit,fic,53,2,2,2,2,NA,2,4.97
pink,suit,mag,19,2,2,2,2,NA,2,4.97
pink,suit,news,13,2,2,2,2,NA,2,4.97
pink,window,fic,92,3,2,2,2,NA,2.25,4.86
pink,window,mag,13,3,2,2,2,NA,2.25,4.86
puffy,cloud,fic,42,4,5,3,5,NA,4.25,4.54
puffy,cloud,mag,23,4,5,3,5,NA,4.25,4.54
purple,house,fic,66,3,2,2,2,NA,2.25,5
purple,house,mag,21,3,2,2,2,NA,2.25,5
purple,house,news,13,3,2,2,2,NA,2.25,5
purple,letter,fic,15,NA,NA,NA,NA,NA,NA,NA
purple,row,fic,14,NA,NA,NA,NA,NA,NA,NA
purple,spot,fic,18,NA,NA,NA,NA,NA,NA,NA
purple,star,fic,30,2,3,3,2,NA,2.5,4.69
purple,star,mag,52,2,3,3,2,NA,2.5,4.69
purple,star,news,52,2,3,3,2,NA,2.5,4.69
purple,star,spok,42,2,3,3,2,NA,2.5,4.69
red,chip,fic,15,2,2,2,2,NA,2,4.71
red,chip,mag,32,2,2,2,2,NA,2,4.71
red,chip,news,27,2,2,2,2,NA,2,4.71
red,guy,fic,51,1,1,1,2,3,1.6,4.68
red,guy,mag,42,1,1,1,2,3,1.6,4.68
red,guy,news,49,1,1,1,2,3,1.6,4.68
red,guy,spok,34,1,1,1,2,3,1.6,4.68
red,juice,fic,27,4,4,3,NA,NA,3.6666666666666665,4.89
red,juice,mag,259,4,4,3,NA,NA,3.6666666666666665,4.89
red,juice,news,86,4,4,3,NA,NA,3.6666666666666665,4.89
red,juice,spok,10,4,4,3,NA,NA,3.6666666666666665,4.89
red,ocean,fic,13,2,1,2,2,NA,1.75,4.86
red,ocean,mag,18,2,1,2,2,NA,1.75,4.86
red,soup,fic,22,NA,NA,NA,NA,NA,NA,NA
red,soup,mag,78,NA,NA,NA,NA,NA,NA,NA
red,soup,news,43,NA,NA,NA,NA,NA,NA,NA
red,squirrel,fic,18,2,3,3,3,NA,2.75,4.89
red,squirrel,mag,42,2,3,3,3,NA,2.75,4.89
red,suit,fic,84,2,2,3,NA,NA,2.3333333333333335,4.97
red,suit,mag,25,2,2,3,NA,NA,2.3333333333333335,4.97
red,suit,news,25,2,2,3,NA,NA,2.3333333333333335,4.97
red,sunset,fic,21,NA,NA,NA,NA,NA,NA,NA
red,sunset,mag,20,NA,NA,NA,NA,NA,NA,NA
red,sunset,news,11,NA,NA,NA,NA,NA,NA,NA
soapy,towel,fic,23,NA,NA,NA,NA,NA,NA,NA
square,hole,mag,14,NA,NA,NA,NA,NA,NA,NA
sunny,house,fic,83,1,5,4,3,NA,3.25,5
sunny,house,mag,56,1,5,4,3,NA,3.25,5
sunny,house,news,15,1,5,4,3,NA,3.25,5
sweet,butter,fic,21,2,4,3,5,NA,3.5,4.9
sweet,butter,mag,246,2,4,3,5,NA,3.5,4.9
sweet,butter,news,96,2,4,3,5,NA,3.5,4.9
sweet,butter,spok,11,2,4,3,5,NA,3.5,4.9
sweet,song,acad,23,NA,NA,NA,NA,NA,NA,NA
sweet,song,fic,61,NA,NA,NA,NA,NA,NA,NA
sweet,song,mag,52,NA,NA,NA,NA,NA,NA,NA
sweet,song,news,56,NA,NA,NA,NA,NA,NA,NA
sweet,song,spok,38,NA,NA,NA,NA,NA,NA,NA
top,row,mag,11,3,3,2,2,NA,2.5,3.93
wet,bottom,fic,36,2,3,2,3,NA,2.5,4.25
wet,bottom,mag,12,2,3,2,3,NA,2.5,4.25
wet,boy,fic,93,3,3,2,3,NA,2.75,4.76
wet,boy,mag,11,3,3,2,3,NA,2.75,4.76
wet,car,fic,101,NA,NA,NA,NA,NA,NA,NA
wet,car,mag,24,NA,NA,NA,NA,NA,NA,NA
wet,car,news,10,NA,NA,NA,NA,NA,NA,NA
wet,car,spok,16,NA,NA,NA,NA,NA,NA,NA
wet,garage,fic,12,NA,NA,NA,NA,NA,NA,NA
wet,soap,fic,36,1,3,5,5,NA,3.5,4.93
wooden,track,fic,29,3,3,2,3,NA,2.75,4.31
wooden,track,mag,14,3,3,2,3,NA,2.75,4.31
wooden,track,news,19,3,3,2,3,NA,2.75,4.31
yellow,arrow,fic,16,3,2,2,2,NA,2.25,4.97
yellow,arrow,mag,10,3,2,2,2,NA,2.25,4.97
yellow,cake,fic,26,3,5,5,3,NA,4,4.81
yellow,cake,mag,65,3,5,5,3,NA,4,4.81
yellow,cake,news,40,3,5,5,3,NA,4,4.81
yellow,cake,spok,16,3,5,5,3,NA,4,4.81
yellow,card,acad,13,3,2,2,2,NA,2.25,4.9
yellow,card,fic,35,3,2,2,2,NA,2.25,4.9
yellow,card,mag,10,3,2,2,2,NA,2.25,4.9
yellow,card,news,33,3,2,2,2,NA,2.25,4.9
yellow,dragon,acad,11,3,2,4,2,NA,2.75,4.39
yellow,finger,fic,88,2,2,1,2,NA,1.75,5
yellow,finger,mag,13,2,2,1,2,NA,1.75,5
yellow,lip,fic,63,1,3,2,1,NA,1.75,4.96
yellow,lip,mag,10,1,3,2,1,NA,1.75,4.96
yellow,necklace,mag,15,3,3,3,3,NA,3,4.96
yellow,outfit,fic,11,3,5,3,2,NA,3.25,4.12
yellow,paint,acad,16,2,5,3,3,NA,3.25,4.79
yellow,paint,fic,71,2,5,3,3,NA,3.25,4.79
yellow,paint,mag,47,2,5,3,3,NA,3.25,4.79
yellow,paint,news,22,2,5,3,3,NA,3.25,4.79
yellow,pin,fic,15,NA,NA,NA,NA,NA,NA,NA
yellow,pin,mag,12,NA,NA,NA,NA,NA,NA,NA
yellow,pond,fic,19,NA,NA,NA,NA,NA,NA,NA
yellow,sky,acad,23,1,2,2,2,NA,1.75,4.45
yellow,sky,fic,149,1,2,2,2,NA,1.75,4.45
yellow,sky,mag,47,1,2,2,2,NA,1.75,4.45
yellow,spot,acad,15,3,3,2,3,NA,2.75,4.21
yellow,spot,fic,49,3,3,2,3,NA,2.75,4.21
yellow,spot,mag,46,3,3,2,3,NA,2.75,4.21
yellow,spot,news,17,3,3,2,3,NA,2.75,4.21
pink,hair,acad,13,2,3,2,3,NA,2.5,4.97
pink,hair,fic,333,2,3,2,3,NA,2.5,4.97
pink,hair,mag,65,2,3,2,3,NA,2.5,4.97
pink,hair,news,27,2,3,2,3,NA,2.5,4.97
brown,leaf,fic,100,3,3,5,3,NA,3.5,5
brown,leaf,mag,58,3,3,5,3,NA,3.5,5
brown,leaf,news,18,3,3,5,3,NA,3.5,5
yellow,train,fic,36,4,4,3,3,NA,3.5,4.79
red,leaf,acad,22,NA,NA,NA,NA,NA,NA,NA
red,leaf,fic,69,NA,NA,NA,NA,NA,NA,NA
red,leaf,mag,123,NA,NA,NA,NA,NA,NA,NA
red,leaf,news,58,NA,NA,NA,NA,NA,NA,NA
red,leaf,spok,10,NA,NA,NA,NA,NA,NA,NA
yellow,bed,fic,105,3,3,3,2,NA,2.75,5
yellow,bed,mag,19,3,3,3,2,NA,2.75,5
yellow,bed,news,15,3,3,3,2,NA,2.75,5
bald,baby,fic,22,4,5,5,3,NA,4.25,5
bald,baby,mag,13,4,5,5,3,NA,4.25,5
green,ear,fic,24,1,1,1,2,NA,1.25,5
green,ear,mag,18,1,1,1,2,NA,1.25,5
green,ear,news,12,1,1,1,2,NA,1.25,5
green,track,fic,12,5,5,5,2,NA,4.25,4.31
green,track,mag,13,5,5,5,2,NA,4.25,4.31
hot,cookie,fic,22,4,4,6,4,NA,4.5,5
hot,cookie,mag,55,4,4,6,4,NA,4.5,5
hot,cookie,news,34,4,4,6,4,NA,4.5,5
hot,cookie,spok,10,4,4,6,4,NA,4.5,5
pink,mouth,fic,130,NA,NA,NA,NA,NA,NA,NA
pink,mouth,mag,15,NA,NA,NA,NA,NA,NA,NA
red,seat,fic,50,2,3,3,3,NA,2.75,4.78
red,seat,mag,31,2,3,3,3,NA,2.75,4.78
red,seat,news,47,2,3,3,3,NA,2.75,4.78
yellow,barrel,fic,10,2,3,4,2,NA,2.75,4.86
yellow,boy,fic,119,2,2,2,NA,NA,2,4.76
yellow,boy,mag,25,2,2,2,NA,NA,2,4.76
yellow,boy,news,12,2,2,2,NA,NA,2,4.76
yellow,fireman,fic,10,NA,NA,NA,NA,NA,NA,NA
brown,beard,fic,78,3,5,5,3,NA,4,4.96
brown,beard,mag,10,3,5,5,3,NA,4,4.96
brown,beard,news,10,3,5,5,3,NA,4,4.96
brown,boot,fic,80,3,3,5,3,NA,3.5,4.96
brown,boot,mag,26,3,3,5,3,NA,3.5,4.96
brown,boot,news,20,3,3,5,3,NA,3.5,4.96
brown,cake,fic,14,3,4,3,4,NA,3.5,4.81
brown,cake,mag,77,3,4,3,4,NA,3.5,4.81
brown,cake,news,29,3,4,3,4,NA,3.5,4.81
brown,color,acad,37,3,3,3,3,NA,3,4.08
brown,color,fic,161,3,3,3,3,NA,3,4.08
brown,color,mag,143,3,3,3,3,NA,3,4.08
brown,color,news,48,3,3,3,3,NA,3,4.08
brown,color,spok,34,3,3,3,3,NA,3,4.08
brown,eyebrow,fic,45,5,5,5,5,NA,5,4.85
brown,girl,fic,227,3,2,4,4,NA,3.25,4.85
brown,girl,mag,43,3,2,4,4,NA,3.25,4.85
brown,girl,news,17,3,2,4,4,NA,3.25,4.85
brown,girl,spok,10,3,2,4,4,NA,3.25,4.85
brown,spot,fic,70,5,4,3,3,NA,3.75,4.21
brown,spot,mag,116,5,4,3,3,NA,3.75,4.21
brown,spot,news,16,5,4,3,3,NA,3.75,4.21
brown,spot,spok,25,5,4,3,3,NA,3.75,4.21
brown,tail,fic,38,4,3,3,5,NA,3.75,4.96
brown,tail,mag,11,4,3,3,5,NA,3.75,4.96
brown,trunk,fic,21,3,3,2,2,NA,2.5,4.71
dead,person,acad,105,3,2,3,3,NA,2.75,4.72
dead,person,fic,195,3,2,3,3,NA,2.75,4.72
dead,person,mag,104,3,2,3,3,NA,2.75,4.72
dead,person,news,71,3,2,3,3,NA,2.75,4.72
dead,person,spok,212,3,2,3,3,NA,2.75,4.72
dirty,bottle,fic,49,NA,NA,NA,NA,NA,NA,NA
dirty,color,fic,29,3,2,3,3,NA,2.75,4.08
dirty,color,mag,12,3,2,3,3,NA,2.75,4.08
dirty,color,spok,10,3,2,3,3,NA,2.75,4.08
dirty,nail,fic,18,3,5,5,3,3,3.8,4.93
dirty,sand,fic,12,4,6,5,5,NA,5,5
dirty,seat,fic,18,NA,NA,NA,NA,NA,NA,NA
dirty,station,fic,17,4,4,3,3,NA,3.5,4.32
evergreen,tree,mag,11,3,3,3,3,NA,3,5
flat,tree,fic,36,1,2,1,1,NA,1.25,5
flat,tree,mag,19,1,2,1,1,NA,1.25,5
green,bed,fic,58,2,3,1,2,2,2,5
green,bed,mag,27,2,3,1,2,2,2,5
green,bed,news,14,2,3,1,2,2,2,5
green,camera,spok,12,NA,NA,NA,NA,NA,NA,NA
green,paint,fic,31,3,3,3,3,NA,3,4.79
green,paint,mag,26,3,3,3,3,NA,3,4.79
green,paint,news,15,3,3,3,3,NA,3,4.79
green,vegetable,acad,16,4,5,4,NA,NA,4.333333333333333,4.89
green,vegetable,fic,19,4,5,4,NA,NA,4.333333333333333,4.89
green,vegetable,mag,356,4,5,4,NA,NA,4.333333333333333,4.89
green,vegetable,news,115,4,5,4,NA,NA,4.333333333333333,4.89
green,vegetable,spok,12,4,5,4,NA,NA,4.333333333333333,4.89
hot,beer,fic,87,2,1,1,NA,NA,1.3333333333333333,4.88
hot,beer,mag,74,2,1,1,NA,NA,1.3333333333333333,4.88
hot,beer,news,88,2,1,1,NA,NA,1.3333333333333333,4.88
hot,beer,spok,20,2,1,1,NA,NA,1.3333333333333333,4.88
hot,bus,acad,12,3,3,2,1,NA,2.25,4.9
hot,bus,fic,40,3,3,2,1,NA,2.25,4.9
hot,bus,mag,10,3,3,2,1,NA,2.25,4.9
hot,bus,news,33,3,3,2,1,NA,2.25,4.9
hot,chip,fic,21,2,3,3,3,NA,2.75,4.71
hot,chip,mag,72,2,3,3,3,NA,2.75,4.71
hot,chip,news,50,2,3,3,3,NA,2.75,4.71
hot,dough,mag,34,3,2,3,2,NA,2.5,4.79
hot,dough,news,29,3,2,3,2,NA,2.5,4.79
hot,glue,mag,60,NA,NA,NA,NA,NA,NA,NA
hot,glue,news,13,NA,NA,NA,NA,NA,NA,NA
hot,gun,fic,55,NA,NA,NA,NA,NA,NA,NA
hot,gun,mag,35,NA,NA,NA,NA,NA,NA,NA
hot,gun,news,22,NA,NA,NA,NA,NA,NA,NA
hot,gun,spok,26,NA,NA,NA,NA,NA,NA,NA
hot,guy,fic,112,2,4,5,3,NA,3.5,4.68
hot,guy,mag,168,2,4,5,3,NA,3.5,4.68
hot,guy,news,51,2,4,5,3,NA,3.5,4.68
hot,guy,spok,111,2,4,5,3,NA,3.5,4.68
hot,juice,fic,36,2,3,2,2,NA,2.25,4.89
hot,juice,mag,276,2,3,2,2,NA,2.25,4.89
hot,juice,news,73,2,3,2,2,NA,2.25,4.89
hot,pool,acad,14,3,3,4,NA,NA,3.3333333333333335,4.77
hot,pool,fic,89,3,3,4,NA,NA,3.3333333333333335,4.77
hot,pool,mag,152,3,3,4,NA,NA,3.3333333333333335,4.77
hot,pool,news,103,3,3,4,NA,NA,3.3333333333333335,4.77
hot,pool,spok,14,3,3,4,NA,NA,3.3333333333333335,4.77
hot,tent,fic,35,2,3,4,2,NA,2.75,4.96
hot,tent,mag,54,2,3,4,2,NA,2.75,4.96
hot,tent,news,15,2,3,4,2,NA,2.75,4.96
hot,tent,spok,10,2,3,4,2,NA,2.75,4.96
hot,wing,fic,24,5,3,3,4,NA,3.75,4.86
hot,wing,mag,26,5,3,3,4,NA,3.75,4.86
hot,wing,news,28,5,3,3,4,NA,3.75,4.86
hot,wing,spok,13,5,3,3,4,NA,3.75,4.86
juicy,onion,mag,10,4,3,5,5,NA,4.25,4.86
juicy,onion,news,12,4,3,5,5,NA,4.25,4.86
khaki,shorts,fic,108,5,5,3,3,NA,4,4.82
khaki,shorts,mag,22,5,5,3,3,NA,4,4.82
khaki,shorts,news,13,5,5,3,3,NA,4,4.82
light,color,acad,37,3,3,2,4,NA,3,4.08
light,color,fic,73,3,3,2,4,NA,3,4.08
light,color,mag,137,3,3,2,4,NA,3,4.08
light,color,news,28,3,3,2,4,NA,3,4.08
light,color,spok,14,3,3,2,4,NA,3,4.08
light,floor,fic,18,2,3,3,4,NA,3,4.8
light,floor,mag,10,2,3,3,4,NA,3,4.8
light,jacket,fic,15,4,5,5,5,NA,4.75,4.86
light,jacket,mag,12,4,5,5,5,NA,4.75,4.86
military,person,acad,174,3,3,2,2,NA,2.5,4.72
military,person,mag,35,3,3,2,2,NA,2.5,4.72
military,person,news,42,3,3,2,2,NA,2.5,4.72
